Timestamp,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
2024-09-11 21:33:25,0.2744140625,0.087890625,2.02978515625,-1.4732824427480915,-3.66412213740458,0.5877862595419847
2024-09-11 21:33:25,0.28076171875,0.08935546875,2.029296875,-3.8931297709923665,-4.305343511450381,0.5877862595419847
2024-09-11 21:33:25,0.2509765625,0.0849609375,2.02783203125,-1.717557251908397,-3.717557251908397,0.7480916030534351
2024-09-11 21:33:26,0.2744140625,0.0908203125,2.0302734375,-1.6412213740458015,-3.801526717557252,0.5954198473282443
2024-09-11 21:33:26,0.27392578125,0.09375,2.02978515625,-1.9389312977099236,-3.8702290076335877,0.732824427480916
2024-09-11 21:33:27,0.2802734375,0.07763671875,2.029296875,-1.8473282442748091,-4.083969465648855,0.8396946564885496
2024-09-11 21:33:28,0.28076171875,0.009765625,2.046875,-2.7557251908396947,-3.6946564885496183,-1.4274809160305344
2024-09-11 21:33:28,0.26806640625,0.1064453125,2.15380859375,-1.2900763358778626,-5.076335877862595,0.6106870229007634
2024-09-11 21:33:28,0.17236328125,0.04345703125,2.5693359375,1.4732824427480915,9.396946564885496,0.35877862595419846
2024-09-11 21:33:29,0.25439453125,0.00146484375,2.1123046875,0.6717557251908397,-5.916030534351145,0.48854961832061067
2024-09-11 21:33:30,0.021484375,0.10498046875,2.6533203125,10.427480916030534,-7.641221374045801,-16.885496183206108
2024-09-11 21:33:30,0.1025390625,0.01171875,2.47119140625,-5.923664122137405,-12.038167938931299,-9.01526717557252
2024-09-11 21:33:30,0.0986328125,-0.0322265625,2.416015625,1.6793893129770991,-7.022900763358779,-6.740458015267175
2024-09-11 21:33:31,0.24169921875,-0.0576171875,2.2412109375,1.4961832061068703,-7.679389312977099,-2.7786259541984735
2024-09-11 21:33:32,0.27685546875,0.0400390625,2.65771484375,3.49618320610687,2.66412213740458,-5.526717557251908
2024-09-11 21:33:32,0.25732421875,0.02392578125,2.640625,-2.7099236641221376,-2.6717557251908395,-5.885496183206107
2024-09-11 21:33:33,0.28515625,0.0732421875,2.31201171875,0.8625954198473282,-3.5572519083969465,-3.1755725190839694
2024-09-11 21:33:33,0.27978515625,0.05517578125,2.4091796875,4.66412213740458,-2.763358778625954,-6.099236641221374
2024-09-11 21:33:34,0.25146484375,0.0380859375,2.3076171875,3.2290076335877864,-12.679389312977099,-13.954198473282442
2024-09-11 21:33:34,0.06494140625,0.08544921875,2.39990234375,20.045801526717558,17.389312977099237,12.335877862595419
2024-09-11 21:33:34,0.06396484375,0.08056640625,2.53125,2.0916030534351147,9.572519083969466,5.541984732824427
2024-09-11 21:33:35,0.177734375,0.13525390625,3.1533203125,38.213740458015266,-6.7251908396946565,-9.305343511450381
2024-09-11 21:33:35,0.30419921875,0.43603515625,2.9404296875,4.297709923664122,5.770992366412214,5.221374045801527
2024-09-11 21:33:36,0.125,0.1611328125,2.55859375,4.2748091603053435,8.557251908396946,15.465648854961833
2024-09-11 21:33:36,0.3154296875,0.22802734375,2.45263671875,5.877862595419847,-1.8702290076335877,-10.145038167938932
2024-09-11 21:33:37,0.14306640625,0.16455078125,2.48388671875,-2.4427480916030535,11.465648854961833,1.5419847328244274
2024-09-11 21:33:38,0.09375,0.0791015625,2.44140625,-5.587786259541985,2.145038167938931,-3.5572519083969465
2024-09-11 21:33:38,0.1142578125,0.04248046875,2.38525390625,1.8854961832061068,12.511450381679388,0.2366412213740458
2024-09-11 21:33:38,0.07568359375,0.05322265625,2.4267578125,1.0229007633587786,7.129770992366412,-0.9465648854961832
2024-09-11 21:33:39,0.10986328125,0.21728515625,2.54248046875,13.916030534351146,6.587786259541985,0.7709923664122137
2024-09-11 21:33:39,0.06298828125,0.169921875,2.6982421875,7.656488549618321,1.2900763358778626,-6.519083969465649
2024-09-11 21:33:40,0.11962890625,0.16162109375,2.841796875,3.7938931297709924,1.3435114503816794,-22.580152671755727
2024-09-11 21:33:40,0.11962890625,0.13134765625,2.15283203125,1.5877862595419847,5.488549618320611,17.0
2024-09-11 21:33:41,0.134765625,0.14794921875,2.63134765625,-12.954198473282442,4.923664122137405,-1.8549618320610688
2024-09-11 21:33:41,0.33349609375,0.5390625,3.13671875,9.954198473282442,12.16030534351145,18.68702290076336
2024-09-11 21:33:42,-0.1396484375,0.16259765625,2.77001953125,-14.297709923664122,-10.748091603053435,-4.290076335877862
2024-09-11 21:33:42,0.16015625,0.1572265625,2.58544921875,-0.061068702290076333,14.213740458015268,-10.01526717557252
2024-09-11 21:33:43,0.1259765625,0.1083984375,2.39697265625,-6.022900763358779,7.748091603053435,2.427480916030534
2024-09-11 21:33:44,0.12451171875,0.16015625,2.34130859375,-6.763358778625954,4.862595419847328,1.8244274809160306
2024-09-11 21:33:44,0.20458984375,0.23388671875,2.40869140625,-3.381679389312977,-2.1908396946564888,-3.114503816793893
2024-09-11 21:33:45,0.2099609375,0.1845703125,2.37451171875,-7.282442748091603,-4.732824427480916,0.5190839694656488
2024-09-11 21:33:45,0.2421875,0.1279296875,2.4892578125,-6.290076335877862,-1.4351145038167938,8.969465648854962
2024-09-11 21:33:45,0.28173828125,0.11767578125,2.240234375,6.931297709923665,7.33587786259542,9.381679389312977
2024-09-11 21:33:46,0.62744140625,0.24658203125,2.2666015625,-6.625954198473282,-21.46564885496183,-4.977099236641221
2024-09-11 21:33:46,0.712890625,-0.08251953125,2.1474609375,-31.801526717557252,2.8244274809160306,-3.7099236641221376
2024-09-11 21:33:47,0.6376953125,-0.42626953125,2.39794921875,-28.68702290076336,-26.83206106870229,21.12213740458015
2024-09-11 21:33:48,0.822265625,-0.18359375,2.64599609375,74.66412213740458,-43.45038167938932,-12.068702290076336
2024-09-11 21:33:48,0.76025390625,0.11181640625,2.50439453125,-46.87022900763359,24.786259541984734,29.610687022900763
2024-09-11 21:33:49,0.6611328125,0.244140625,2.03125,-3.068702290076336,-11.267175572519085,0.9847328244274809
2024-09-11 21:33:49,0.79638671875,-0.00537109375,2.3232421875,-6.694656488549619,-10.473282442748092,-1.7709923664122138
2024-09-11 21:33:50,0.46435546875,0.14208984375,2.279296875,7.236641221374046,6.763358778625954,-1.8931297709923665
2024-09-11 21:33:50,0.38671875,0.1611328125,2.158203125,-28.15267175572519,12.244274809160306,-19.709923664122137
2024-09-11 21:33:50,0.4833984375,0.04931640625,2.626953125,21.984732824427482,-144.00763358778627,-0.9618320610687023
2024-09-11 21:33:51,0.54833984375,0.09521484375,2.08251953125,0.07633587786259542,5.1603053435114505,8.977099236641221
2024-09-11 21:33:52,0.6005859375,0.23095703125,2.27783203125,0.6412213740458015,-8.49618320610687,17.48854961832061
2024-09-11 21:33:52,0.35400390625,0.00341796875,2.8271484375,23.480916030534353,10.419847328244275,28.053435114503817
2024-09-11 21:33:52,0.4208984375,0.119140625,2.27197265625,-20.702290076335878,-8.633587786259541,9.106870229007633
2024-09-11 21:33:53,0.4326171875,0.138671875,2.2724609375,1.717557251908397,-5.824427480916031,7.900763358778626
2024-09-11 21:33:54,0.49560546875,0.27978515625,2.18310546875,-1.8091603053435115,-3.931297709923664,14.297709923664122
2024-09-11 21:33:54,0.462890625,0.1708984375,2.14501953125,-1.2595419847328244,0.07633587786259542,7.8320610687022905
2024-09-11 21:33:54,0.4111328125,0.19287109375,2.103515625,1.9236641221374047,-4.190839694656488,2.7480916030534353
2024-09-11 21:33:55,0.46826171875,0.19189453125,2.0927734375,-0.7557251908396947,-0.4198473282442748,7.320610687022901
2024-09-11 21:33:56,0.66162109375,0.27099609375,2.50634765625,-8.229007633587786,-0.816793893129771,33.23664122137404
2024-09-11 21:33:56,0.55859375,-0.00341796875,2.66845703125,13.992366412213741,9.01526717557252,35.54961832061068
2024-09-11 21:33:56,0.46630859375,0.107421875,2.44921875,-0.09923664122137404,-6.900763358778626,11.702290076335878
2024-09-11 21:33:57,0.5234375,0.1865234375,2.43798828125,8.679389312977099,-13.679389312977099,12.84732824427481
2024-09-11 21:33:57,0.56591796875,0.19775390625,2.7978515625,7.465648854961832,-4.603053435114504,32.49618320610687
2024-09-11 21:33:58,0.4970703125,0.13525390625,2.435546875,7.931297709923665,-7.366412213740458,9.114503816793894
2024-09-11 21:33:59,0.6123046875,0.11572265625,2.6044921875,10.198473282442748,-4.129770992366412,26.81679389312977
